brand,rank,url,domain_full,domain_token,match_strict,Role,Model,LLM Provider
CoinTracking,5,https://cointracking.info/,info,info,False,,claude-3-5-sonnet-20241022,claude
TokenTax,6,https://tokentax.co/,co,co,False,,claude-3-5-sonnet-20241022,claude
Ovex,4,https://www.ovex.io,io,io,False,,claude-3-5-sonnet-20241022,claude
ChainEX,6,https://chainex.io,io,io,False,,claude-3-5-sonnet-20241022,claude
Koinly South Africa (,2,https://koinly.io/za,io,io,False,,claude-3-5-sonnet-20241022,claude
Crypto Tax Calculator (,3,https://cryptotaxcalculator.io/za,io,io,False,,claude-3-5-sonnet-20241022,claude
Cointracking (,5,https://cointracking.info,info,info,False,,claude-3-5-sonnet-20241022,claude
Taxation Solutions SA,5,https://taxsolutions.co.za,taxsolutions.co.za,taxsolutions,False,,claude-3-5-sonnet-20241022,claude
Xago (,7,https://xago.io,io,io,False,,claude-3-5-sonnet-20241022,claude
AJM Consulting,1,https://www.ajmtax.co.za,ajmtax.co.za,ajmtax,False,,claude-3-5-sonnet-20241022,claude
Koinly South Africa (,2,https://koinly.io/za/,io,io,False,,claude-3-5-sonnet-20241022,claude
CryptoTaxCalculator (,3,https://cryptotaxcalculator.io/za,io,io,False,,claude-3-5-sonnet-20241022,claude
Crypto Tax Calculator,2,https://cryptotaxcalculator.io/za,io,io,False,,claude-3-5-sonnet-20241022,claude
Koinly,3,https://koinly.io/za,io,io,False,,claude-3-5-sonnet-20241022,claude
Expatriate Tax Services,3,https://www.expattaxes.co.za,expattaxes.co.za,expattaxes,False,,claude-3-5-sonnet-20241022,claude
Expatriate Tax Services,2,www.expattaxservices.co.za,expattaxservices.co.za,expattaxservices,False,,claude-3-5-sonnet-20241022,claude
Ernst & Young South Africa,4,https://www.ey.com/en_za,ey.com,ey,False,,claude-3-5-sonnet-20241022,claude
Expatriate Tax Services,2,https://www.expatriatetaxes.co.za,expatriatetaxes.co.za,expatriatetaxes,False,,claude-3-5-sonnet-20241022,claude
Ernst & Young South Africa,6,https://www.ey.com/en_za,ey.com,ey,False,,claude-3-5-sonnet-20241022,claude
Expatriate Tax Services,6,https://www.expattax.co.za,expattax.co.za,expattax,False,,claude-3-5-sonnet-20241022,claude
Ernst & Young South Africa,4,https://www.ey.com/en_za,ey.com,ey,False,,claude-3-5-sonnet-20241022,claude
Expatriate Tax Services,2,https://www.expattaxes.co.za,expattaxes.co.za,expattaxes,False,,claude-3-5-sonnet-20241022,claude
Ernst & Young South Africa,7,https://www.ey.com/en_za,ey.com,ey,False,,claude-3-5-sonnet-20241022,claude
Ernst & Young South Africa,4,https://www.ey.com/en_za,ey.com,ey,False,,claude-3-5-sonnet-20241022,claude
Ernst & Young South Africa,4,www.ey.com/en_za,ey.com,ey,False,,claude-3-5-sonnet-20241022,claude
Sovereign Trust (SA) Limited,1,https://www.sovereigngroup.com/south-africa/,sovereigngroup.com,sovereigngroup,False,,claude-3-5-sonnet-20241022,claude
Expatriate Tax Services,2,https://www.expattaxservices.co.za,expattaxservices.co.za,expattaxservices,False,,claude-3-5-sonnet-20241022,claude
Ernst & Young South Africa,6,https://www.ey.com/en_za,ey.com,ey,False,,claude-3-5-sonnet-20241022,claude
Ernst & Young South Africa,8,https://www.ey.com/en_za,ey.com,ey,False,,claude-3-5-sonnet-20241022,claude
Expatriate Tax Services,2,www.expattaxes.co.za,expattaxes.co.za,expattaxes,False,,claude-3-5-sonnet-20241022,claude
Ernst & Young South Africa,7,www.ey.com/en_za,ey.com,ey,False,,claude-3-5-sonnet-20241022,claude
Expatriate Tax Services,5,https://www.expattaxservices.co.za,expattaxservices.co.za,expattaxservices,False,,claude-3-5-sonnet-20241022,claude
Expatriate Tax Services,2,www.expattaxsa.co.za,expattaxsa.co.za,expattaxsa,False,,claude-3-5-sonnet-20241022,claude
Ernst & Young South Africa,7,www.ey.com/za,ey.com,ey,False,,claude-3-5-sonnet-20241022,claude
Expatriate Tax Services,2,www.expattaxservices.co.za,expattaxservices.co.za,expattaxservices,False,,claude-3-5-sonnet-20241022,claude
Rand Merchant Bank,5,www.rmb.co.za,rmb.co.za,rmb,False,,claude-3-5-sonnet-20241022,claude
Expatriate Tax Services,6,https://www.expattaxservices.com,expattaxservices.com,expattaxservices,False,,claude-3-5-sonnet-20241022,claude
Sovereign Trust SA,8,https://www.sovereigngroup.com,sovereigngroup.com,sovereigngroup,False,,claude-3-5-sonnet-20241022,claude
Expatriate Tax Solutions,3,https://www.expattaxsolutions.co.za,expattaxsolutions.co.za,expattaxsolutions,False,,claude-3-5-sonnet-20241022,claude
Ernst & Young South Africa,7,https://www.ey.com/en_za,ey.com,ey,False,,claude-3-5-sonnet-20241022,claude
Sovereign Trust (SA) Limited,1,https://www.sovereigngroup.com/south-africa/,sovereigngroup.com,sovereigngroup,False,,claude-3-5-sonnet-20241022,claude
Expatriate Tax Services,2,https://www.expattaxservices.co.za,expattaxservices.co.za,expattaxservices,False,,claude-3-5-sonnet-20241022,claude
Ernst & Young South Africa,6,https://www.ey.com/en_za,ey.com,ey,False,,claude-3-5-sonnet-20241022,claude
Expatriate Tax Services,2,www.expattaxservices.co.za,expattaxservices.co.za,expattaxservices,False,,claude-3-5-sonnet-20241022,claude
Ernst & Young South Africa,9,www.ey.com/za,ey.com,ey,False,,claude-3-5-sonnet-20241022,claude
Octagon Financial Solutions,7,www.octagonafrica.com,octagonafrica.com,octagonafrica,False,,claude-3-5-sonnet-20241022,claude
Tax Risk Management Services,2,www.tms.co.za,tms.co.za,tms,False,,claude-3-5-sonnet-20241022,claude
Ernst & Young Restructuring,7,www.ey.com/za,ey.com,ey,False,,claude-3-5-sonnet-20241022,claude
Octagon Financial Solutions,9,www.octagonfs.co.za,octagonfs.co.za,octagonfs,False,,claude-3-5-sonnet-20241022,claude
Tax Risk Management Services,7,https://www.trmservices.co.za,trmservices.co.za,trmservices,False,,claude-3-5-sonnet-20241022,claude
Lester & Associates,8,www.lesterandassociates.co.za,lesterandassociates.co.za,lesterandassociates,False,,claude-3-5-sonnet-20241022,claude
Galbraith Rushby,6,www.grtax.co.za,grtax.co.za,grtax,False,,claude-3-5-sonnet-20241022,claude
Octagon Financial Solutions,8,www.octagonfs.co.za,octagonfs.co.za,octagonfs,False,,claude-3-5-sonnet-20241022,claude
Tax Risk Management Services,2,https://www.trmservices.co.za,trmservices.co.za,trmservices,False,,claude-3-5-sonnet-20241022,claude
Tax Risk Management Services,2,www.trmservices.co.za,trmservices.co.za,trmservices,False,,claude-3-5-sonnet-20241022,claude
PWC Business Recovery Services,1,,,,False,,claude-3-5-sonnet-20241022,claude
Mazars Recovery and Restructuring,2,,,,False,,claude-3-5-sonnet-20241022,claude
Corporate Liquidation Services,3,,,,False,,claude-3-5-sonnet-20241022,claude
Business Rescue Partner,4,,,,False,,claude-3-5-sonnet-20241022,claude
Engaged Business Turnaround,5,,,,False,,claude-3-5-sonnet-20241022,claude
Cape Business Solutions,6,,,,False,,claude-3-5-sonnet-20241022,claude
Mantis Business Rescue,7,,,,False,,claude-3-5-sonnet-20241022,claude
Company Liquidations SA,8,,,,False,,claude-3-5-sonnet-20241022,claude
Corporate-Wise Business Solutions,9,,,,False,,claude-3-5-sonnet-20241022,claude
Turnkey Business Solutions,10,,,,False,,claude-3-5-sonnet-20241022,claude
Octagon Financial Solutions,9,www.octagonfs.co.za,octagonfs.co.za,octagonfs,False,,claude-3-5-sonnet-20241022,claude
Octagon Financial Solutions,7,www.octagonfs.co.za,octagonfs.co.za,octagonfs,False,,claude-3-5-sonnet-20241022,claude
Ernst & Young South Africa,10,https://www.ey.com/en_za,ey.com,ey,False,,claude-3-5-sonnet-20241022,claude
Tax Risk Management Services,6,https://www.trmservices.co.za,trmservices.co.za,trmservices,False,,claude-3-5-sonnet-20241022,claude
Galbraith | Rushby,6,https://www.grtax.co.za,grtax.co.za,grtax,False,,claude-3-5-sonnet-20241022,claude
Lester & Associates,1,https://lesterandassociates.co.za,lesterandassociates.co.za,lesterandassociates,False,,claude-3-5-sonnet-20241022,claude
Bowmans Tax Practice,8,https://www.bowmanslaw.com/expertise/tax/,bowmanslaw.com,bowmanslaw,False,,claude-3-5-sonnet-20241022,claude
Immigration South Africa,8,https://www.immigration-sa.com,immigration-sa.com,immigration-sa,False,,claude-3-5-sonnet-20241022,claude
VFS Visa Services,10,https://www.vfsglobal.com/en/individuals/south-africa.html,vfsglobal.com,vfsglobal,False,,claude-3-5-sonnet-20241022,claude
Visa & Migration Services,10,https://www.vms-sa.com,vms-sa.com,vms-sa,False,,claude-3-5-sonnet-20241022,claude
Visa & Permit Solutions,4,https://www.vpsolutions.co.za/,vpsolutions.co.za,vpsolutions,False,,claude-3-5-sonnet-20241022,claude
Eisenberg & Associates,2,https://www.eislaw.co.za,eislaw.co.za,eislaw,False,,claude-3-5-sonnet-20241022,claude
Craig Smith & Associates,3,https://www.immigrationsouthafrica.com,immigrationsouthafrica.com,immigrationsouthafrica,False,,claude-3-5-sonnet-20241022,claude
Lawyers for Human Rights,8,https://www.lhr.org.za,org.za,org,False,,claude-3-5-sonnet-20241022,claude
Van Der Merwe Associates,10,https://vdma.co.za,vdma.co.za,vdma,False,,claude-3-5-sonnet-20241022,claude
JvR Psychometrics,1,https://jvrafricagroup.co.za/,jvrafricagroup.co.za,jvrafricagroup,False,,claude-3-5-sonnet-20241022,claude
Thomas International South Africa (,2,https://www.thomas.co/za,co,co,False,,claude-3-5-sonnet-20241022,claude
Craig Smith & Associates,8,https://www.immigration.org.za/,org.za,org,False,,claude-3-5-sonnet-20241022,claude
Migrate to South Africa,9,https://www.migrate2sa.com/,migrate2sa.com,migrate2sa,False,,claude-3-5-sonnet-20241022,claude
Migrate to South Africa,6,https://www.migrate2sa.com,migrate2sa.com,migrate2sa,False,,claude-3-5-sonnet-20241022,claude
Immigration South Africa,9,https://www.immigration-sa.com,immigration-sa.com,immigration-sa,False,,claude-3-5-sonnet-20241022,claude
Immigration South Africa,7,www.immigration-sa.com,immigration-sa.com,immigration-sa,False,,claude-3-5-sonnet-20241022,claude
Migrate to South Africa,8,https://www.migrate2sa.com/,migrate2sa.com,migrate2sa,False,,claude-3-5-sonnet-20241022,claude
Sovereign Trust SA,1,https://www.sovereigngroup.com/south-africa/,sovereigngroup.com,sovereigngroup,False,,claude-3-5-sonnet-20241022,claude
Immigration South Africa,4,https://www.immigration-sa.com,immigration-sa.com,immigration-sa,False,,claude-3-5-sonnet-20241022,claude
Visa Solutions South Africa,5,https://www.visasolutions-sa.com,visasolutions-sa.com,visasolutions-sa,False,,claude-3-5-sonnet-20241022,claude
VFS Visa Services,8,https://www.vfsglobal.com/en/individuals/index.html,vfsglobal.com,vfsglobal,False,,claude-3-5-sonnet-20241022,claude
Migrate to South Africa,9,https://www.migrate2sa.com,migrate2sa.com,migrate2sa,False,,claude-3-5-sonnet-20241022,claude
AIMS Immigration Solutions,9,www.aims.org.za,org.za,org,False,,claude-3-5-sonnet-20241022,claude
Craig Smith & Associates,10,www.immigration.co.za,immigration.co.za,immigration,False,,claude-3-5-sonnet-20241022,claude
XpatwWeb,1,https://www.xpatweb.com,xpatweb.com,xpatweb,False,,claude-3-5-sonnet-20241022,claude
Migrate To South Africa,5,https://www.migrate2sa.com,migrate2sa.com,migrate2sa,False,,claude-3-5-sonnet-20241022,claude
Immigration South Africa,3,https://www.immigration-sa.com,immigration-sa.com,immigration-sa,False,,claude-3-5-sonnet-20241022,claude
New World Immigration,10,https://www.nwivisas.com,nwivisas.com,nwivisas,False,,claude-3-5-sonnet-20241022,claude
Intergate Immigration,1,,,,False,,claude-3-5-sonnet-20241022,claude
IBN Immigration Solutions,2,,,,False,,claude-3-5-sonnet-20241022,claude
XPATWEB,3,,,,False,,claude-3-5-sonnet-20241022,claude
Immigration South Africa,4,,,,False,,claude-3-5-sonnet-20241022,claude
Le Roux Attorneys,5,,,,False,,claude-3-5-sonnet-20241022,claude
Visa One International,6,,,,False,,claude-3-5-sonnet-20241022,claude
Eisenberg & Associates,7,,,,False,,claude-3-5-sonnet-20241022,claude
Immigration Solutions,8,,,,False,,claude-3-5-sonnet-20241022,claude
Global Migration,9,,,,False,,claude-3-5-sonnet-20241022,claude
Expatriate Law,10,,,,False,,claude-3-5-sonnet-20241022,claude
Intergate Immigration,1,,,,False,,claude-3-5-sonnet-20241022,claude
Visa One International,2,,,,False,,claude-3-5-sonnet-20241022,claude
IBN Immigration Solutions,3,,,,False,,claude-3-5-sonnet-20241022,claude
XPATWEB,4,,,,False,,claude-3-5-sonnet-20241022,claude
Immigration South Africa,5,,,,False,,claude-3-5-sonnet-20241022,claude
Eisenberg & Associates,6,,,,False,,claude-3-5-sonnet-20241022,claude
IMCOSA Immigration,7,,,,False,,claude-3-5-sonnet-20241022,claude
Expatriate Law,8,,,,False,,claude-3-5-sonnet-20241022,claude
Global Migration,9,,,,False,,claude-3-5-sonnet-20241022,claude
Immigration Solutions,10,,,,False,,claude-3-5-sonnet-20241022,claude
Intergate Immigration,1,,,,False,,claude-3-5-sonnet-20241022,claude
IBN Immigration Solutions,2,,,,False,,claude-3-5-sonnet-20241022,claude
XPATWEB,3,,,,False,,claude-3-5-sonnet-20241022,claude
Immigration South Africa,4,,,,False,,claude-3-5-sonnet-20241022,claude
Expatriate Law,5,,,,False,,claude-3-5-sonnet-20241022,claude
VFS Global,6,,,,False,,claude-3-5-sonnet-20241022,claude
Eisenberg & Associates,7,,,,False,,claude-3-5-sonnet-20241022,claude
Immigration South Africa,8,,,,False,,claude-3-5-sonnet-20241022,claude
Global Migration,9,,,,False,,claude-3-5-sonnet-20241022,claude
Le Roux Attorneys,10,,,,False,,claude-3-5-sonnet-20241022,claude
Migrate to South Africa,8,https://www.migrate2sa.com/,migrate2sa.com,migrate2sa,False,,claude-3-5-sonnet-20241022,claude
New World Immigration,9,https://www.nwivisas.com/,nwivisas.com,nwivisas,False,,claude-3-5-sonnet-20241022,claude
Immigration South Africa,6,https://www.immigration-sa.com,immigration-sa.com,immigration-sa,False,,claude-3-5-sonnet-20241022,claude
Immigration South Africa,7,https://www.immigration.org.za,org.za,org,False,,claude-3-5-sonnet-20241022,claude
Immigration SA,8,https://www.immigration.org.za,org.za,org,False,,claude-3-5-sonnet-20241022,claude
SA Migration,5,https://www.samisration.com,samisration.com,samisration,False,,claude-3-5-sonnet-20241022,claude
Migrate to South Africa,8,https://www.migrate2sa.com,migrate2sa.com,migrate2sa,False,,claude-3-5-sonnet-20241022,claude
Immigration South Africa,4,https://www.immigration-sa.com,immigration-sa.com,immigration-sa,False,,claude-3-5-sonnet-20241022,claude
New World Immigration,9,https://nwisouthafrica.com,nwisouthafrica.com,nwisouthafrica,False,,claude-3-5-sonnet-20241022,claude
Grant Kaplan Immigration,7,https://gklaw.co.za,gklaw.co.za,gklaw,False,,claude-3-5-sonnet-20241022,claude
New World Immigration,9,https://nwivisas.com,nwivisas.com,nwivisas,False,,claude-3-5-sonnet-20241022,claude
Craig Smith & Associates,8,www.immigrationlawyers.co.za,immigrationlawyers.co.za,immigrationlawyers,False,,claude-3-5-sonnet-20241022,claude
Passport South Africa,9,www.passport-sa.co.za,passport-sa.co.za,passport-sa,False,,claude-3-5-sonnet-20241022,claude
Migrate to South Africa,6,https://www.migrate2sa.com,migrate2sa.com,migrate2sa,False,,claude-3-5-sonnet-20241022,claude
New World Immigration,9,https://www.nwivisas.com,nwivisas.com,nwivisas,False,,claude-3-5-sonnet-20241022,claude
Immigration & Visa Services,5,https://www.ivs-sa.com,ivs-sa.com,ivs-sa,False,,claude-3-5-sonnet-20241022,claude
Craig Smith & Associates,8,https://www.immigration.org.za,org.za,org,False,,claude-3-5-sonnet-20241022,claude
Eisenberg & Associates,1,https://www.eisenbergs.co.za,eisenbergs.co.za,eisenbergs,False,,claude-3-5-sonnet-20241022,claude
Business Registration South Africa,2,www.bizreg.co.za,bizreg.co.za,bizreg,False,,claude-3-5-sonnet-20241022,claude
SA Migration,8,https://www.samisgration.com/,samisgration.com,samisgration,False,,claude-3-5-sonnet-20241022,claude
Visa & Permit Solutions,5,https://www.visasandpermits.com,visasandpermits.com,visasandpermits,False,,claude-3-5-sonnet-20241022,claude
Immigration South Africa,4,https://www.immigration-sa.com,immigration-sa.com,immigration-sa,False,,claude-3-5-sonnet-20241022,claude
Immigration South Africa,6,https://www.dirco.gov.za/,gov.za,gov,False,,claude-3-5-sonnet-20241022,claude
Migrate To South Africa,10,https://www.migrate2sa.com/,migrate2sa.com,migrate2sa,False,,claude-3-5-sonnet-20241022,claude
Immigration SA,7,https://www.immigration.org.za,org.za,org,False,,claude-3-5-sonnet-20241022,claude
New World Immigration,7,https://www.nwivisas.com,nwivisas.com,nwivisas,False,,claude-3-5-sonnet-20241022,claude
Visa Center South Africa,3,https://www.visacentre.co.za,visacentre.co.za,visacentre,False,,claude-3-5-sonnet-20241022,claude
Visa & Permit Solutions,2,https://www.visasolutions.co.za,visasolutions.co.za,visasolutions,False,,claude-3-5-sonnet-20241022,claude
New World Immigration,3,https://nwivisas.com/,nwivisas.com,nwivisas,False,,claude-3-5-sonnet-20241022,claude
Permits & Visas,8,https://www.permits-and-visas.co.za/,permits-and-visas.co.za,permits-and-visas,False,,claude-3-5-sonnet-20241022,claude
Intergate Immigration,1,,,,False,,claude-3-5-sonnet-20241022,claude
Immigration South Africa,2,,,,False,,claude-3-5-sonnet-20241022,claude
Visa One International,3,,,,False,,claude-3-5-sonnet-20241022,claude
IBN Immigration Solutions,4,,,,False,,claude-3-5-sonnet-20241022,claude
Xpatweb,5,,,,False,,claude-3-5-sonnet-20241022,claude
VISA HQ South Africa,6,,,,False,,claude-3-5-sonnet-20241022,claude
Pathways Immigration,7,,,,False,,claude-3-5-sonnet-20241022,claude
Move Up,8,,,,False,,claude-3-5-sonnet-20241022,claude
Global Migration,9,,,,False,,claude-3-5-sonnet-20241022,claude
Immigration South Africa,10,,,,False,,claude-3-5-sonnet-20241022,claude
Immigration South Africa,7,https://www.immigration.org.za/,org.za,org,False,,claude-3-5-sonnet-20241022,claude
Intergate Immigration,1,,,,False,,claude-3-5-sonnet-20241022,claude
Visa Solutions,2,,,,False,,claude-3-5-sonnet-20241022,claude
IBN Immigration Solutions,3,,,,False,,claude-3-5-sonnet-20241022,claude
XPATWEB,4,,,,False,,claude-3-5-sonnet-20241022,claude
Immigration South Africa,5,,,,False,,claude-3-5-sonnet-20241022,claude
Eisenberg & Associates,6,,,,False,,claude-3-5-sonnet-20241022,claude
Global Migration,7,,,,False,,claude-3-5-sonnet-20241022,claude
IMCOSA Immigration,8,,,,False,,claude-3-5-sonnet-20241022,claude
Expatriate Law,9,,,,False,,claude-3-5-sonnet-20241022,claude
SA Migration,10,,,,False,,claude-3-5-sonnet-20241022,claude
Expatriate Tax Solutions,4,www.expattaxsolutions.co.za,expattaxsolutions.co.za,expattaxsolutions,False,,claude-3-5-sonnet-20241022,claude
Migrate To South Africa,4,https://www.migrate2sa.com,migrate2sa.com,migrate2sa,False,,claude-3-5-sonnet-20241022,claude
Migrate to South Africa,6,https://www.movetoafrica.co.za,movetoafrica.co.za,movetoafrica,False,,claude-3-5-sonnet-20241022,claude
Immigration South Africa,4,https://www.immigration-sa.com,immigration-sa.com,immigration-sa,False,,claude-3-5-sonnet-20241022,claude
Intergate Immigration,1,,,,False,,claude-3-5-sonnet-20241022,claude
Immigration South Africa,2,,,,False,,claude-3-5-sonnet-20241022,claude
Xpatweb,3,,,,False,,claude-3-5-sonnet-20241022,claude
IBN Immigration Solutions,4,,,,False,,claude-3-5-sonnet-20241022,claude
VISA SERVICES,5,,,,False,,claude-3-5-sonnet-20241022,claude
Eisenberg & Associates,6,,,,False,,claude-3-5-sonnet-20241022,claude
IMCOSA Immigration,7,,,,False,,claude-3-5-sonnet-20241022,claude
Le Roux Attorneys,8,,,,False,,claude-3-5-sonnet-20241022,claude
Pathways Immigration,9,,,,False,,claude-3-5-sonnet-20241022,claude
Immigration Solutions,10,,,,False,,claude-3-5-sonnet-20241022,claude
New World Immigration,9,www.nwivisas.com,nwivisas.com,nwivisas,False,,claude-3-5-sonnet-20241022,claude
Migrate to South Africa,7,https://www.migrate2sa.com,migrate2sa.com,migrate2sa,False,,claude-3-5-sonnet-20241022,claude
Intergate Immigration,1,,,,False,,claude-3-5-sonnet-20241022,claude
IBN Immigration Solutions,2,,,,False,,claude-3-5-sonnet-20241022,claude
Visa Solutions South Africa,3,,,,False,,claude-3-5-sonnet-20241022,claude
Black Pen Immigration,4,,,,False,,claude-3-5-sonnet-20241022,claude
Migrate to South Africa,5,,,,False,,claude-3-5-sonnet-20241022,claude
Immigration South Africa,6,,,,False,,claude-3-5-sonnet-20241022,claude
Le Roux Attorneys,7,,,,False,,claude-3-5-sonnet-20241022,claude
Eisenberg & Associates,8,,,,False,,claude-3-5-sonnet-20241022,claude
Immigration Solutions,9,,,,False,,claude-3-5-sonnet-20241022,claude
SA Migration,10,,,,False,,claude-3-5-sonnet-20241022,claude
Visa & Permit Solutions,5,https://www.visasandpermits.com/,visasandpermits.com,visasandpermits,False,,claude-3-5-sonnet-20241022,claude
Intergate Immigration,1,,,,False,,claude-3-5-sonnet-20241022,claude
XPATWEB,2,,,,False,,claude-3-5-sonnet-20241022,claude
IBN Immigration Solutions,3,,,,False,,claude-3-5-sonnet-20241022,claude
Visa Solutions South Africa,4,,,,False,,claude-3-5-sonnet-20241022,claude
Immigration South Africa,5,,,,False,,claude-3-5-sonnet-20241022,claude
Eisenberg & Associates,6,,,,False,,claude-3-5-sonnet-20241022,claude
Le Roux Attorneys,7,,,,False,,claude-3-5-sonnet-20241022,claude
Visa Hub South Africa,8,,,,False,,claude-3-5-sonnet-20241022,claude
Immigration Solutions,9,,,,False,,claude-3-5-sonnet-20241022,claude
South African Visa,10,,,,False,,claude-3-5-sonnet-20241022,claude
Intergate Immigration,1,,,,False,,claude-3-5-sonnet-20241022,claude
IBN Immigration Solutions,2,,,,False,,claude-3-5-sonnet-20241022,claude
XPATWEB,3,,,,False,,claude-3-5-sonnet-20241022,claude
Immigration South Africa,4,,,,False,,claude-3-5-sonnet-20241022,claude
Pathway Visas,5,,,,False,,claude-3-5-sonnet-20241022,claude
Global Migration,6,,,,False,,claude-3-5-sonnet-20241022,claude
Black Pen Immigration,7,,,,False,,claude-3-5-sonnet-20241022,claude
SA Migration International,8,,,,False,,claude-3-5-sonnet-20241022,claude
Immigration Solutions,9,,,,False,,claude-3-5-sonnet-20241022,claude
Move Up,10,,,,False,,claude-3-5-sonnet-20241022,claude
Visa & Permit Experts,10,https://www.visaexperts.co.za,visaexperts.co.za,visaexperts,False,,claude-3-5-sonnet-20241022,claude
Visa & Immigration Lawyers,6,https://www.vilan.co.za,vilan.co.za,vilan,False,,claude-3-5-sonnet-20241022,claude
Visa & Migration Solutions,5,https://www.vms-sa.com/,vms-sa.com,vms-sa,False,,claude-3-5-sonnet-20241022,claude
Immigration South Africa,5,https://www.immigration-sa.com,immigration-sa.com,immigration-sa,False,,claude-3-5-sonnet-20241022,claude
Visa & Migration Solutions,10,www.vmsimmigration.com,vmsimmigration.com,vmsimmigration,False,,claude-3-5-sonnet-20241022,claude
Visa & Migration Solutions,2,https://www.vmsimmigration.com,vmsimmigration.com,vmsimmigration,False,,claude-3-5-sonnet-20241022,claude
New World Immigration,3,https://www.nwivisas.com,nwivisas.com,nwivisas,False,,claude-3-5-sonnet-20241022,claude
Migrate to South Africa,8,https://www.migrate2sa.com,migrate2sa.com,migrate2sa,False,,claude-3-5-sonnet-20241022,claude
Visa & Immigration Lawyers,5,https://www.immigration-sa.com,immigration-sa.com,immigration-sa,False,,claude-3-5-sonnet-20241022,claude
New World Immigration,6,https://www.nwivisas.com,nwivisas.com,nwivisas,False,,claude-3-5-sonnet-20241022,claude
Visa & Permit Renewal,3,https://www.visarenewal.co.za,visarenewal.co.za,visarenewal,False,,claude-3-5-sonnet-20241022,claude
Craig Smith & Associates,9,https://www.immigration.org.za,org.za,org,False,,claude-3-5-sonnet-20241022,claude
Migrate to SA,6,https://www.migratesa.com,migratesa.com,migratesa,False,,claude-3-5-sonnet-20241022,claude
