brand,rank,url,domain_full,domain_token,match_strict,Role,Model,LLM Provider
Sanlam,1,https://www.sanlam.co.za,sanlam.co.za,sanlam,True,,claude-3-5-sonnet-20241022,claude
Old Mutual,2,https://www.oldmutual.co.za,oldmutual.co.za,oldmutual,True,,claude-3-5-sonnet-20241022,claude
Liberty Life,3,https://www.liberty.co.za,liberty.co.za,liberty,True,,claude-3-5-sonnet-20241022,claude
Discovery,4,https://www.discovery.co.za,discovery.co.za,discovery,True,,claude-3-5-sonnet-20241022,claude
Allan Gray,5,https://www.allangray.co.za,allangray.co.za,allangray,True,,claude-3-5-sonnet-20241022,claude
Momentum,6,https://www.momentum.co.za,momentum.co.za,momentum,True,,claude-3-5-sonnet-20241022,claude
PSG Wealth,7,https://www.psg.co.za,psg.co.za,psg,True,,claude-3-5-sonnet-20241022,claude
NFB Private Wealth Management,8,https://www.nfb.co.za,nfb.co.za,nfb,True,,claude-3-5-sonnet-20241022,claude
Alexander Forbes,9,https://www.alexanderforbes.co.za,alexanderforbes.co.za,alexanderforbes,True,,claude-3-5-sonnet-20241022,claude
Glacier by Sanlam,10,https://www.glacier.co.za,glacier.co.za,glacier,True,,claude-3-5-sonnet-20241022,claude
PWC South Africa,1,https://www.pwc.co.za,pwc.co.za,pwc,True,,claude-3-5-sonnet-20241022,claude
KPMG South Africa,2,https://home.kpmg/za/en/home.html,kpmg,kpmg,True,,claude-3-5-sonnet-20241022,claude
Sable International,3,https://www.sableinternational.com/tax,sableinternational.com,sableinternational,True,,claude-3-5-sonnet-20241022,claude
Tax Consulting South Africa,4,https://www.taxconsulting.co.za,taxconsulting.co.za,taxconsulting,True,,claude-3-5-sonnet-20241022,claude
Expatriate Tax Services,5,https://www.expatriatetax.co.za,expatriatetax.co.za,expatriatetax,True,,claude-3-5-sonnet-20241022,claude
XpatWeb,6,https://www.xpatweb.com,xpatweb.com,xpatweb,True,,claude-3-5-sonnet-20241022,claude
Regan van Rooy,8,https://reganvanrooy.com,reganvanrooy.com,reganvanrooy,True,,claude-3-5-sonnet-20241022,claude
Intergate Immigration,9,https://www.intergate-immigration.com,intergate-immigration.com,intergate-immigration,True,,claude-3-5-sonnet-20241022,claude
BDO South Africa,10,https://www.bdo.co.za,bdo.co.za,bdo,True,,claude-3-5-sonnet-20241022,claude
PWC South Africa,1,https://www.pwc.co.za,pwc.co.za,pwc,True,,claude-3-5-sonnet-20241022,claude
KPMG South Africa (,2,https://home.kpmg/za/en/home.html,kpmg,kpmg,True,,claude-3-5-sonnet-20241022,claude
Deloitte South Africa,3,https://www2.deloitte.com/za/en.html,deloitte.com,deloitte,True,,claude-3-5-sonnet-20241022,claude
Tax Consulting South Africa,6,https://www.taxconsulting.co.za,taxconsulting.co.za,taxconsulting,True,,claude-3-5-sonnet-20241022,claude
Intergate Immigration,7,https://www.intergate-immigration.com,intergate-immigration.com,intergate-immigration,True,,claude-3-5-sonnet-20241022,claude
XpatWeb,8,https://www.xpatweb.com,xpatweb.com,xpatweb,True,,claude-3-5-sonnet-20241022,claude
Old Mutual,1,www.oldmutual.co.za,oldmutual.co.za,oldmutual,True,,claude-3-5-sonnet-20241022,claude
Alexander Forbes,2,www.alexanderforbes.co.za,alexanderforbes.co.za,alexanderforbes,True,,claude-3-5-sonnet-20241022,claude
Sanlam,3,www.sanlam.co.za,sanlam.co.za,sanlam,True,,claude-3-5-sonnet-20241022,claude
Liberty,4,www.liberty.co.za,liberty.co.za,liberty,True,,claude-3-5-sonnet-20241022,claude
Discovery,5,www.discovery.co.za,discovery.co.za,discovery,True,,claude-3-5-sonnet-20241022,claude
Momentum,6,www.momentum.co.za,momentum.co.za,momentum,True,,claude-3-5-sonnet-20241022,claude
PSG Wealth,7,www.psg.co.za,psg.co.za,psg,True,,claude-3-5-sonnet-20241022,claude
Allan Gray,9,www.allangray.co.za,allangray.co.za,allangray,True,,claude-3-5-sonnet-20241022,claude
Ninety One,10,www.ninetyone.com,ninetyone.com,ninetyone,True,,claude-3-5-sonnet-20241022,claude
Tax Consulting South Africa,1,https://www.taxconsulting.co.za,taxconsulting.co.za,taxconsulting,True,,claude-3-5-sonnet-20241022,claude
Financial Emigration,3,https://www.financialemigration.co.za,financialemigration.co.za,financialemigration,True,,claude-3-5-sonnet-20241022,claude
Tax Shop,4,https://taxshop.co.za,taxshop.co.za,taxshop,True,,claude-3-5-sonnet-20241022,claude
Sable International,5,https://www.sableinternational.com/tax,sableinternational.com,sableinternational,True,,claude-3-5-sonnet-20241022,claude
XpatWeb,6,https://www.xpatweb.com,xpatweb.com,xpatweb,True,,claude-3-5-sonnet-20241022,claude
Grant Thornton South Africa,7,https://www.grantthornton.co.za,grantthornton.co.za,grantthornton,True,,claude-3-5-sonnet-20241022,claude
PWC South Africa,8,https://www.pwc.co.za,pwc.co.za,pwc,True,,claude-3-5-sonnet-20241022,claude
Deloitte South Africa,9,https://www2.deloitte.com/za,deloitte.com,deloitte,True,,claude-3-5-sonnet-20241022,claude
KPMG South Africa (,10,https://home.kpmg/za,kpmg,kpmg,True,,claude-3-5-sonnet-20241022,claude
AltCoinTrader Tax,1,https://www.altcointrader.tax/,tax,tax,True,,claude-3-5-sonnet-20241022,claude
TaxTim,4,https://www.taxtim.com/za/,taxtim.com,taxtim,True,,claude-3-5-sonnet-20241022,claude
Mazars South Africa,5,https://www.mazars.co.za/,mazars.co.za,mazars,True,,claude-3-5-sonnet-20241022,claude
PKF South Africa,6,https://www.pkf.co.za/,pkf.co.za,pkf,True,,claude-3-5-sonnet-20241022,claude
Auditproof,7,https://www.auditproof.co.za/,auditproof.co.za,auditproof,True,,claude-3-5-sonnet-20241022,claude
BDO South Africa,8,https://www.bdo.co.za/,bdo.co.za,bdo,True,,claude-3-5-sonnet-20241022,claude
Grant Thornton South Africa,9,https://www.grantthornton.co.za/,grantthornton.co.za,grantthornton,True,,claude-3-5-sonnet-20241022,claude
Hobbs Sinclair,10,https://hobbssinclair.co.za/,hobbssinclair.co.za,hobbssinclair,True,,claude-3-5-sonnet-20241022,claude
AltCoinTrader Tax,1,https://www.altcointrader.tax/,tax,tax,True,,claude-3-5-sonnet-20241022,claude
Mazars South Africa,3,https://www.mazars.co.za/,mazars.co.za,mazars,True,,claude-3-5-sonnet-20241022,claude
PKF South Africa,4,https://www.pkf.co.za/,pkf.co.za,pkf,True,,claude-3-5-sonnet-20241022,claude
Crypto Tax SA,5,https://cryptotaxsa.co.za/,cryptotaxsa.co.za,cryptotaxsa,True,,claude-3-5-sonnet-20241022,claude
TaxTim,6,https://www.taxtim.com/za/,taxtim.com,taxtim,True,,claude-3-5-sonnet-20241022,claude
AuditLink,7,https://auditlink.co.za/,auditlink.co.za,auditlink,True,,claude-3-5-sonnet-20241022,claude
Stratasat,9,https://stratasat.co.za/,stratasat.co.za,stratasat,True,,claude-3-5-sonnet-20241022,claude
Probity Advisory,10,https://www.probityadvisory.co.za/,probityadvisory.co.za,probityadvisory,True,,claude-3-5-sonnet-20241022,claude
Tax Consulting SA,1,https://www.taxconsulting.co.za,taxconsulting.co.za,taxconsulting,True,,claude-3-5-sonnet-20241022,claude
Crypto Tax,2,https://cryptotax.co.za,cryptotax.co.za,cryptotax,True,,claude-3-5-sonnet-20241022,claude
AJM Tax,3,https://www.ajmtax.co.za,ajmtax.co.za,ajmtax,True,,claude-3-5-sonnet-20241022,claude
Mazars South Africa,4,https://www.mazars.co.za,mazars.co.za,mazars,True,,claude-3-5-sonnet-20241022,claude
PKF South Africa,5,https://www.pkf.co.za,pkf.co.za,pkf,True,,claude-3-5-sonnet-20241022,claude
Hobbs Sinclair,6,https://hobbssinclair.co.za,hobbssinclair.co.za,hobbssinclair,True,,claude-3-5-sonnet-20241022,claude
TaxTim,7,https://www.taxtim.com,taxtim.com,taxtim,True,,claude-3-5-sonnet-20241022,claude
AltCoinTrader Tax,8,https://tax.altcointrader.co.za,altcointrader.co.za,altcointrader,True,,claude-3-5-sonnet-20241022,claude
AJM Tax,1,www.ajmtax.co.za,ajmtax.co.za,ajmtax,True,,claude-3-5-sonnet-20241022,claude
Crypto Tax,2,www.cryptotax.co.za,cryptotax.co.za,cryptotax,True,,claude-3-5-sonnet-20241022,claude
Tax Consulting SA,3,www.taxconsulting.co.za,taxconsulting.co.za,taxconsulting,True,,claude-3-5-sonnet-20241022,claude
Mazars South Africa,4,www.mazars.co.za,mazars.co.za,mazars,True,,claude-3-5-sonnet-20241022,claude
PKF South Africa,5,www.pkf.co.za,pkf.co.za,pkf,True,,claude-3-5-sonnet-20241022,claude
Hobbs Sinclair,6,www.hobbssinclair.co.za,hobbssinclair.co.za,hobbssinclair,True,,claude-3-5-sonnet-20241022,claude
TaxTim,7,www.taxtim.com,taxtim.com,taxtim,True,,claude-3-5-sonnet-20241022,claude
Altax,8,www.altax.co.za,altax.co.za,altax,True,,claude-3-5-sonnet-20241022,claude
AltCoinTrader,1,https://www.altcointrader.co.za,altcointrader.co.za,altcointrader,True,,claude-3-5-sonnet-20241022,claude
TaxTim,3,https://www.taxtim.com,taxtim.com,taxtim,True,,claude-3-5-sonnet-20241022,claude
Mazars South Africa,4,https://www.mazars.co.za,mazars.co.za,mazars,True,,claude-3-5-sonnet-20241022,claude
PKF South Africa,5,https://www.pkf.co.za,pkf.co.za,pkf,True,,claude-3-5-sonnet-20241022,claude
BDO South Africa,6,https://www.bdo.co.za,bdo.co.za,bdo,True,,claude-3-5-sonnet-20241022,claude
CryptoTaxAfrica,8,https://cryptotaxafrica.com,cryptotaxafrica.com,cryptotaxafrica,True,,claude-3-5-sonnet-20241022,claude
Grant Thornton South Africa,9,https://www.grantthornton.co.za,grantthornton.co.za,grantthornton,True,,claude-3-5-sonnet-20241022,claude
Hobbs Sinclair,10,https://hobbssinclair.co.za,hobbssinclair.co.za,hobbssinclair,True,,claude-3-5-sonnet-20241022,claude
Cryptotax,1,https://cryptotax.co.za,cryptotax.co.za,cryptotax,True,,claude-3-5-sonnet-20241022,claude
Tax Consulting SA,2,https://www.taxconsulting.co.za,taxconsulting.co.za,taxconsulting,True,,claude-3-5-sonnet-20241022,claude
AJM Tax,3,https://www.ajmtax.co.za,ajmtax.co.za,ajmtax,True,,claude-3-5-sonnet-20241022,claude
Mazars South Africa,4,https://www.mazars.co.za,mazars.co.za,mazars,True,,claude-3-5-sonnet-20241022,claude
PKF South Africa,5,https://www.pkf.co.za,pkf.co.za,pkf,True,,claude-3-5-sonnet-20241022,claude
TaxTim,7,https://www.taxtim.com,taxtim.com,taxtim,True,,claude-3-5-sonnet-20241022,claude
Hobbs Sinclair,8,https://hobbssinclair.co.za,hobbssinclair.co.za,hobbssinclair,True,,claude-3-5-sonnet-20241022,claude
C-Tax,9,https://c-tax.co.za,c-tax.co.za,c-tax,True,,claude-3-5-sonnet-20241022,claude
Marwick & Company,10,https://marwick.co.za,marwick.co.za,marwick,True,,claude-3-5-sonnet-20241022,claude
TaxTim,2,https://www.taxtim.com/za/,taxtim.com,taxtim,True,,claude-3-5-sonnet-20241022,claude
AltCoinTrader,3,https://www.altcointrader.co.za/,altcointrader.co.za,altcointrader,True,,claude-3-5-sonnet-20241022,claude
Mazars South Africa,7,https://www.mazars.co.za/,mazars.co.za,mazars,True,,claude-3-5-sonnet-20241022,claude
PWC South Africa,8,https://www.pwc.co.za/,pwc.co.za,pwc,True,,claude-3-5-sonnet-20241022,claude
KPMG South Africa,9,https://home.kpmg/za/,kpmg,kpmg,True,,claude-3-5-sonnet-20241022,claude
Deloitte South Africa,10,https://www2.deloitte.com/za/,deloitte.com,deloitte,True,,claude-3-5-sonnet-20241022,claude
AltCoinTrader,1,https://www.altcointrader.co.za,altcointrader.co.za,altcointrader,True,,claude-3-5-sonnet-20241022,claude
VALR,2,https://www.valr.com,valr.com,valr,True,,claude-3-5-sonnet-20241022,claude
Luno,3,https://www.luno.com,luno.com,luno,True,,claude-3-5-sonnet-20241022,claude
Ice3X,5,https://ice3x.com,ice3x.com,ice3x,True,,claude-3-5-sonnet-20241022,claude
SAFCOIN,7,https://www.safcoin.co.za,safcoin.co.za,safcoin,True,,claude-3-5-sonnet-20241022,claude
Tax Consulting South Africa,1,https://www.taxconsulting.co.za,taxconsulting.co.za,taxconsulting,True,,claude-3-5-sonnet-20241022,claude
Crypto Tax,2,https://cryptotax.co.za,cryptotax.co.za,cryptotax,True,,claude-3-5-sonnet-20241022,claude
AJM Tax,3,https://www.ajmtax.co.za,ajmtax.co.za,ajmtax,True,,claude-3-5-sonnet-20241022,claude
Hobbs Sinclair,4,https://hobbssinclair.co.za,hobbssinclair.co.za,hobbssinclair,True,,claude-3-5-sonnet-20241022,claude
Mazars,5,https://www.mazars.co.za,mazars.co.za,mazars,True,,claude-3-5-sonnet-20241022,claude
PKF South Africa,6,https://www.pkf.co.za,pkf.co.za,pkf,True,,claude-3-5-sonnet-20241022,claude
Schindlers Attorneys,7,https://www.schindlers.co.za,schindlers.co.za,schindlers,True,,claude-3-5-sonnet-20241022,claude
Tax Shop,8,https://taxshop.co.za,taxshop.co.za,taxshop,True,,claude-3-5-sonnet-20241022,claude
TaxTim,9,https://www.taxtim.com,taxtim.com,taxtim,True,,claude-3-5-sonnet-20241022,claude
Integritax,10,https://integritax.co.za,integritax.co.za,integritax,True,,claude-3-5-sonnet-20241022,claude
AltCoinTrader Tax (,1,https://www.altcointrader.tax,tax,tax,True,,claude-3-5-sonnet-20241022,claude
TaxTim,4,https://www.taxtim.com,taxtim.com,taxtim,True,,claude-3-5-sonnet-20241022,claude
AltCrypto Tax,6,https://www.altcryptotax.co.za,altcryptotax.co.za,altcryptotax,True,,claude-3-5-sonnet-20241022,claude
CryptoTaxAfrica,7,https://cryptotaxafrica.com,cryptotaxafrica.com,cryptotaxafrica,True,,claude-3-5-sonnet-20241022,claude
TaxCrypto,8,https://taxcrypto.co.za,taxcrypto.co.za,taxcrypto,True,,claude-3-5-sonnet-20241022,claude
Mazars South Africa,1,www.mazars.co.za,mazars.co.za,mazars,True,,claude-3-5-sonnet-20241022,claude
Tax Consulting South Africa,2,www.taxconsulting.co.za,taxconsulting.co.za,taxconsulting,True,,claude-3-5-sonnet-20241022,claude
AJM Tax,3,www.ajmtax.co.za,ajmtax.co.za,ajmtax,True,,claude-3-5-sonnet-20241022,claude
Crypto Tax,4,www.cryptotax.co.za,cryptotax.co.za,cryptotax,True,,claude-3-5-sonnet-20241022,claude
Hobbs Sinclair,5,www.hobbssinclair.co.za,hobbssinclair.co.za,hobbssinclair,True,,claude-3-5-sonnet-20241022,claude
PKF South Africa,6,www.pkf.co.za,pkf.co.za,pkf,True,,claude-3-5-sonnet-20241022,claude
Schindlers Attorneys,7,www.schindlers.co.za,schindlers.co.za,schindlers,True,,claude-3-5-sonnet-20241022,claude
AltCoinTrader Tax Services,8,www.altcointrader.co.za/tax,altcointrader.co.za,altcointrader,True,,claude-3-5-sonnet-20241022,claude
OCTO,9,www.octofin.co.za,octofin.co.za,octofin,True,,claude-3-5-sonnet-20241022,claude
Auditproof,10,www.auditproof.co.za,auditproof.co.za,auditproof,True,,claude-3-5-sonnet-20241022,claude
AltVest Capital,1,https://altvest.co.za,altvest.co.za,altvest,True,,claude-3-5-sonnet-20241022,claude
Mazars South Africa,2,https://www.mazars.co.za,mazars.co.za,mazars,True,,claude-3-5-sonnet-20241022,claude
Crypto Tax,3,https://cryptotax.co.za,cryptotax.co.za,cryptotax,True,,claude-3-5-sonnet-20241022,claude
Tax Consulting South Africa,4,https://www.taxconsulting.co.za,taxconsulting.co.za,taxconsulting,True,,claude-3-5-sonnet-20241022,claude
Crypto Academy,6,https://cryptoacademy.co.za,cryptoacademy.co.za,cryptoacademy,True,,claude-3-5-sonnet-20241022,claude
PKF South Africa,8,https://www.pkf.co.za,pkf.co.za,pkf,True,,claude-3-5-sonnet-20241022,claude
BDO South Africa,9,https://www.bdo.co.za,bdo.co.za,bdo,True,,claude-3-5-sonnet-20241022,claude
Grant Thornton South Africa,10,https://www.grantthornton.co.za,grantthornton.co.za,grantthornton,True,,claude-3-5-sonnet-20241022,claude
Tax Consulting South Africa,2,https://www.taxconsulting.co.za,taxconsulting.co.za,taxconsulting,True,,claude-3-5-sonnet-20241022,claude
Hobbs Sinclair,3,https://hobbssinclair.co.za,hobbssinclair.co.za,hobbssinclair,True,,claude-3-5-sonnet-20241022,claude
PKF South Africa,4,https://www.pkf.co.za,pkf.co.za,pkf,True,,claude-3-5-sonnet-20241022,claude
Mazars South Africa,5,https://www.mazars.co.za,mazars.co.za,mazars,True,,claude-3-5-sonnet-20241022,claude
BDO South Africa,6,https://www.bdo.co.za,bdo.co.za,bdo,True,,claude-3-5-sonnet-20241022,claude
KPMG South Africa (,7,https://home.kpmg/za/en/home.html,kpmg,kpmg,True,,claude-3-5-sonnet-20241022,claude
Deloitte South Africa,8,https://www2.deloitte.com/za/en.html,deloitte.com,deloitte,True,,claude-3-5-sonnet-20241022,claude
EY South Africa,9,https://www.ey.com/en_za,ey.com,ey,True,,claude-3-5-sonnet-20241022,claude
PWC South Africa,10,https://www.pwc.co.za,pwc.co.za,pwc,True,,claude-3-5-sonnet-20241022,claude
AltCoinTrader Tax,1,https://www.altcointrader.co.za/tax,altcointrader.co.za,altcointrader,True,,claude-3-5-sonnet-20241022,claude
Mazars South Africa,4,https://www.mazars.co.za,mazars.co.za,mazars,True,,claude-3-5-sonnet-20241022,claude
PKF South Africa,5,https://www.pkf.co.za,pkf.co.za,pkf,True,,claude-3-5-sonnet-20241022,claude
KPMG South Africa (,6,https://home.kpmg/za/en/home.html,kpmg,kpmg,True,,claude-3-5-sonnet-20241022,claude
TaxTim,7,https://www.taxtim.com,taxtim.com,taxtim,True,,claude-3-5-sonnet-20241022,claude
Auditware,8,https://www.auditware.co.za,auditware.co.za,auditware,True,,claude-3-5-sonnet-20241022,claude
AltCoinTrader,1,https://www.altcointrader.co.za,altcointrader.co.za,altcointrader,True,,claude-3-5-sonnet-20241022,claude
CryptoTaxAfrica,4,https://cryptotaxafrica.com,cryptotaxafrica.com,cryptotaxafrica,True,,claude-3-5-sonnet-20241022,claude
TaxTim,5,https://www.taxtim.com,taxtim.com,taxtim,True,,claude-3-5-sonnet-20241022,claude
Mazars South Africa,6,https://www.mazars.co.za,mazars.co.za,mazars,True,,claude-3-5-sonnet-20241022,claude
Crypto Accounting Solutions,7,https://cryptoaccounting.co.za,cryptoaccounting.co.za,cryptoaccounting,True,,claude-3-5-sonnet-20241022,claude
AltCryptoTax,8,https://altcryptotax.co.za,altcryptotax.co.za,altcryptotax,True,,claude-3-5-sonnet-20241022,claude
Tax Consulting South Africa,1,https://www.taxconsulting.co.za,taxconsulting.co.za,taxconsulting,True,,claude-3-5-sonnet-20241022,claude
Crypto Tax Solutions,2,https://cryptotaxsolutions.co.za,cryptotaxsolutions.co.za,cryptotaxsolutions,True,,claude-3-5-sonnet-20241022,claude
